issue_type,severity,element,element_index,ifc_type,ontology_class,brick_class,message,architectural_element,architectural_index,architectural_ifc_type,edge_index,predicate
overasserted_flow_direction,high,1096,29452,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23773.0,brick:feeds
overasserted_flow_direction,high,1098,29454,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23774.0,brick:feeds
overasserted_flow_direction,high,1100,29456,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23775.0,brick:feeds
overasserted_flow_direction,high,1102,29458,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23776.0,brick:feeds
overasserted_flow_direction,high,1104,29460,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23777.0,brick:feeds
overasserted_flow_direction,high,1106,29462,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23778.0,brick:feeds
overasserted_flow_direction,high,1108,29464,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23779.0,brick:feeds
overasserted_flow_direction,high,1110,29466,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23780.0,brick:feeds
overasserted_flow_direction,high,1112,29468,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23781.0,brick:feeds
overasserted_flow_direction,high,1114,29470,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23782.0,brick:feeds
overasserted_flow_direction,high,1116,29472,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23783.0,brick:feeds
overasserted_flow_direction,high,1118,29474,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23784.0,brick:feeds
overasserted_flow_direction,high,1120,29476,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23785.0,brick:feeds
overasserted_flow_direction,high,1122,29478,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23786.0,brick:feeds
overasserted_flow_direction,high,1124,29480,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23787.0,brick:feeds
overasserted_flow_direction,high,1126,29482,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23788.0,brick:feeds
overasserted_flow_direction,high,1128,29484,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23789.0,brick:feeds
overasserted_flow_direction,high,1130,29486,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23790.0,brick:feeds
overasserted_flow_direction,high,1132,29488,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23791.0,brick:feeds
overasserted_flow_direction,high,1134,29490,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23792.0,brick:feeds
overasserted_flow_direction,high,1136,29492,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23793.0,brick:feeds
overasserted_flow_direction,high,1138,29494,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23794.0,brick:feeds
overasserted_flow_direction,high,1140,29496,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23795.0,brick:feeds
overasserted_flow_direction,high,1142,29498,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23796.0,brick:feeds
overasserted_flow_direction,high,1144,29500,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23797.0,brick:feeds
overasserted_flow_direction,high,1146,29502,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23798.0,brick:feeds
overasserted_flow_direction,high,1148,29504,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23799.0,brick:feeds
overasserted_flow_direction,high,1150,29506,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23800.0,brick:feeds
overasserted_flow_direction,high,1152,29508,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23801.0,brick:feeds
overasserted_flow_direction,high,1154,29510,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23802.0,brick:feeds
overasserted_flow_direction,high,1156,29512,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23803.0,brick:feeds
overasserted_flow_direction,high,1158,29514,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23804.0,brick:feeds
overasserted_flow_direction,high,1160,29516,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23805.0,brick:feeds
overasserted_flow_direction,high,1162,29518,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23806.0,brick:feeds
overasserted_flow_direction,high,1164,29520,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23807.0,brick:feeds
overasserted_flow_direction,high,1166,29522,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23808.0,brick:feeds
overasserted_flow_direction,high,1168,29524,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23809.0,brick:feeds
overasserted_flow_direction,high,1170,29526,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23810.0,brick:feeds
overasserted_flow_direction,high,1172,29528,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23811.0,brick:feeds
overasserted_flow_direction,high,1174,29530,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23812.0,brick:feeds
overasserted_flow_direction,high,1176,29532,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23813.0,brick:feeds
overasserted_flow_direction,high,1178,29534,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23814.0,brick:feeds
overasserted_flow_direction,high,1180,29536,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23815.0,brick:feeds
overasserted_flow_direction,high,1182,29538,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23816.0,brick:feeds
overasserted_flow_direction,high,1184,29540,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23817.0,brick:feeds
overasserted_flow_direction,high,1186,29542,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23818.0,brick:feeds
overasserted_flow_direction,high,1188,29544,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23819.0,brick:feeds
overasserted_flow_direction,high,1190,29546,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23820.0,brick:feeds
overasserted_flow_direction,high,1192,29548,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23821.0,brick:feeds
overasserted_flow_direction,high,1194,29550,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23822.0,brick:feeds
overasserted_flow_direction,high,1196,29552,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23823.0,brick:feeds
overasserted_flow_direction,high,1198,29554,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23824.0,brick:feeds
overasserted_flow_direction,high,1200,29556,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23825.0,brick:feeds
overasserted_flow_direction,high,1202,29558,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23826.0,brick:feeds
overasserted_flow_direction,high,1204,29560,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23827.0,brick:feeds
overasserted_flow_direction,high,1206,29562,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23828.0,brick:feeds
overasserted_flow_direction,high,1208,29564,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23829.0,brick:feeds
overasserted_flow_direction,high,1210,29566,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23830.0,brick:feeds
overasserted_flow_direction,high,1212,29568,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23831.0,brick:feeds
overasserted_flow_direction,high,1214,29570,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23832.0,brick:feeds
overasserted_flow_direction,high,1216,29572,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23833.0,brick:feeds
overasserted_flow_direction,high,1218,29574,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23834.0,brick:feeds
overasserted_flow_direction,high,1220,29576,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23835.0,brick:feeds
overasserted_flow_direction,high,1222,29578,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23836.0,brick:feeds
overasserted_flow_direction,high,1224,29580,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23837.0,brick:feeds
overasserted_flow_direction,high,1226,29582,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23838.0,brick:feeds
overasserted_flow_direction,high,1228,29584,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23839.0,brick:feeds
overasserted_flow_direction,high,1230,29586,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23840.0,brick:feeds
overasserted_flow_direction,high,1232,29588,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23841.0,brick:feeds
overasserted_flow_direction,high,1234,29590,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23842.0,brick:feeds
overasserted_flow_direction,high,1236,29592,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23843.0,brick:feeds
overasserted_flow_direction,high,1238,29594,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23844.0,brick:feeds
overasserted_flow_direction,high,1240,29596,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23845.0,brick:feeds
overasserted_flow_direction,high,1242,29598,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23846.0,brick:feeds
overasserted_flow_direction,high,1244,29600,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23847.0,brick:feeds
overasserted_flow_direction,high,1246,29602,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23848.0,brick:feeds
overasserted_flow_direction,high,1248,29604,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23849.0,brick:feeds
overasserted_flow_direction,high,1250,29606,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23850.0,brick:feeds
overasserted_flow_direction,high,1252,29608,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23851.0,brick:feeds
overasserted_flow_direction,high,1254,29610,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23852.0,brick:feeds
overasserted_flow_direction,high,1256,29612,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23853.0,brick:feeds
overasserted_flow_direction,high,1258,29614,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23854.0,brick:feeds
overasserted_flow_direction,high,1260,29616,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23855.0,brick:feeds
overasserted_flow_direction,high,1262,29618,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23856.0,brick:feeds
overasserted_flow_direction,high,1264,29620,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23857.0,brick:feeds
overasserted_flow_direction,high,1266,29622,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23858.0,brick:feeds
overasserted_flow_direction,high,1268,29624,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23859.0,brick:feeds
overasserted_flow_direction,high,1270,29626,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23860.0,brick:feeds
overasserted_flow_direction,high,1272,29628,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23861.0,brick:feeds
overasserted_flow_direction,high,1274,29630,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23862.0,brick:feeds
overasserted_flow_direction,high,1276,29632,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23863.0,brick:feeds
overasserted_flow_direction,high,1278,29634,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23864.0,brick:feeds
overasserted_flow_direction,high,1280,29636,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23865.0,brick:feeds
overasserted_flow_direction,high,1282,29638,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23866.0,brick:feeds
overasserted_flow_direction,high,1284,29640,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23867.0,brick:feeds
overasserted_flow_direction,high,1286,29642,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23868.0,brick:feeds
overasserted_flow_direction,high,1288,29644,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23869.0,brick:feeds
overasserted_flow_direction,high,1290,29646,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23870.0,brick:feeds
overasserted_flow_direction,high,1292,29648,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23871.0,brick:feeds
overasserted_flow_direction,high,1294,29650,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23872.0,brick:feeds
overasserted_flow_direction,high,1296,29652,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23873.0,brick:feeds
overasserted_flow_direction,high,1298,29654,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23874.0,brick:feeds
overasserted_flow_direction,high,1300,29656,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23875.0,brick:feeds
overasserted_flow_direction,high,1302,29658,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23876.0,brick:feeds
overasserted_flow_direction,high,1304,29660,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23877.0,brick:feeds
overasserted_flow_direction,high,1306,29662,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23878.0,brick:feeds
overasserted_flow_direction,high,1308,29664,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23879.0,brick:feeds
overasserted_flow_direction,high,1310,29666,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23880.0,brick:feeds
overasserted_flow_direction,high,1312,29668,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23881.0,brick:feeds
overasserted_flow_direction,high,1314,29670,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23882.0,brick:feeds
overasserted_flow_direction,high,1316,29672,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23883.0,brick:feeds
overasserted_flow_direction,high,1318,29674,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23884.0,brick:feeds
overasserted_flow_direction,high,1320,29676,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23885.0,brick:feeds
overasserted_flow_direction,high,1322,29678,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23886.0,brick:feeds
overasserted_flow_direction,high,1324,29680,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23887.0,brick:feeds
overasserted_flow_direction,high,1326,29682,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23888.0,brick:feeds
overasserted_flow_direction,high,1328,29684,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23889.0,brick:feeds
overasserted_flow_direction,high,1330,29686,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23890.0,brick:feeds
overasserted_flow_direction,high,1332,29688,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23891.0,brick:feeds
overasserted_flow_direction,high,1334,29690,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23892.0,brick:feeds
overasserted_flow_direction,high,1336,29692,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23893.0,brick:feeds
overasserted_flow_direction,high,1338,29694,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23894.0,brick:feeds
overasserted_flow_direction,high,1340,29696,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23895.0,brick:feeds
overasserted_flow_direction,high,1342,29698,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23896.0,brick:feeds
overasserted_flow_direction,high,1344,29700,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23897.0,brick:feeds
overasserted_flow_direction,high,1346,29702,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23898.0,brick:feeds
overasserted_flow_direction,high,1348,29704,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23899.0,brick:feeds
overasserted_flow_direction,high,1350,29706,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23900.0,brick:feeds
overasserted_flow_direction,high,1352,29708,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23901.0,brick:feeds
overasserted_flow_direction,high,1354,29710,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23902.0,brick:feeds
overasserted_flow_direction,high,1356,29712,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23903.0,brick:feeds
overasserted_flow_direction,high,1358,29714,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23904.0,brick:feeds
overasserted_flow_direction,high,1360,29716,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23905.0,brick:feeds
overasserted_flow_direction,high,1362,29718,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23906.0,brick:feeds
overasserted_flow_direction,high,1364,29720,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23907.0,brick:feeds
overasserted_flow_direction,high,1366,29722,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23908.0,brick:feeds
overasserted_flow_direction,high,1368,29724,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23909.0,brick:feeds
overasserted_flow_direction,high,1370,29726,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23910.0,brick:feeds
overasserted_flow_direction,high,1372,29728,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23911.0,brick:feeds
overasserted_flow_direction,high,1374,29730,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23912.0,brick:feeds
overasserted_flow_direction,high,1376,29732,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23913.0,brick:feeds
overasserted_flow_direction,high,1378,29734,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23914.0,brick:feeds
overasserted_flow_direction,high,1380,29736,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23915.0,brick:feeds
overasserted_flow_direction,high,1382,29738,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23916.0,brick:feeds
overasserted_flow_direction,high,1384,29740,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23917.0,brick:feeds
overasserted_flow_direction,high,1386,29742,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23918.0,brick:feeds
overasserted_flow_direction,high,1388,29744,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23919.0,brick:feeds
overasserted_flow_direction,high,1390,29746,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23920.0,brick:feeds
overasserted_flow_direction,high,1392,29748,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23921.0,brick:feeds
overasserted_flow_direction,high,1394,29750,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23922.0,brick:feeds
overasserted_flow_direction,high,1396,29752,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23923.0,brick:feeds
overasserted_flow_direction,high,1398,29754,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23924.0,brick:feeds
overasserted_flow_direction,high,1400,29756,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23925.0,brick:feeds
overasserted_flow_direction,high,1402,29758,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23926.0,brick:feeds
overasserted_flow_direction,high,1404,29760,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23927.0,brick:feeds
overasserted_flow_direction,high,1406,29762,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23928.0,brick:feeds
overasserted_flow_direction,high,1408,29764,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23929.0,brick:feeds
overasserted_flow_direction,high,1410,29766,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23930.0,brick:feeds
overasserted_flow_direction,high,1412,29768,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23931.0,brick:feeds
overasserted_flow_direction,high,1414,29770,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23932.0,brick:feeds
